Competition Name,Sport Name,Event (Weight Category),Gender,Match Date,Athlete 1 Name,Athlete 1 Country,Result 1,Result Value 1,Athlete 2 Name,Athlete 2 Country,Result 2,Result Value 2
Boost National,Curling,Team,Men,12/11/18,Brad Gushue,CAN,LOST,6,Yannick Schwaller,SUI,WON,8
Boost National,Curling,Team,Men,12/11/18,Glenn Howard,CAN,WON,4,Jason Gunnlaugson,CAN,LOST,1
Boost National,Curling,Team,Men,12/12/18,Bruce Mouat,SCO,WON,6,Peter De Cruz,SUI,LOST,3
Boost National,Curling,Team,Men,12/12/18,Niklas Edin,SWE,WON,7,Braden Calvert,CAN,LOST,5
Boost National,Curling,Team,Men,12/12/18,John Epping,CAN,WON,6,Kirk Muyres,CAN,LOST,2
Boost National,Curling,Team,Men,12/12/18,Ross Paterson,SCO,WON,8,Yannick Schwaller,SUI,LOST,5
Boost National,Curling,Team,Men,12/12/18,Team Carruthers,CAN,WON,8,Scott McDonald,CAN,LOST,4
Boost National,Curling,Team,Men,12/12/18,Kevin Koe,CAN,LOST,3,Jason Gunnlaugson,CAN,WON,4
Boost National,Curling,Team,Men,12/12/18,Brad Gushue,CAN,WON,8,Ross Paterson,SCO,LOST,1
Boost National,Curling,Team,Men,12/12/18,Brad Jacobs,CAN,WON,7,Braden Calvert,CAN,LOST,3
Boost National,Curling,Team,Men,12/12/18,Glenn Howard,CAN,LOST,4,Kirk Muyres,CAN,WON,6
Boost National,Curling,Team,Men,12/12/18,Niklas Edin,SWE,WON,5,Team Carruthers,CAN,LOST,4
Boost National,Curling,Team,Men,12/13/18,Peter De Cruz,SUI,LOST,5,Yannick Schwaller,SUI,WON,6
Boost National,Curling,Team,Men,12/13/18,Team Carruthers,CAN,LOST,2,Braden Calvert,CAN,WON,6
Boost National,Curling,Team,Men,12/13/18,Kevin Koe,CAN,WON,5,Glenn Howard,CAN,LOST,4
Boost National,Curling,Team,Men,12/13/18,John Epping,CAN,LOST,5,Jason Gunnlaugson,CAN,WON,7
Boost National,Curling,Team,Men,12/13/18,Bruce Mouat,SCO,WON,7,Ross Paterson,SCO,LOST,1
Boost National,Curling,Team,Men,12/13/18,Niklas Edin,SWE,WON,6,Scott McDonald,CAN,LOST,4
Boost National,Curling,Team,Men,12/13/18,John Epping,CAN,LOST,6,Glenn Howard,CAN,WON,7
Boost National,Curling,Team,Men,12/13/18,Bruce Mouat,SCO,WON,8,Yannick Schwaller,SUI,LOST,5
Boost National,Curling,Team,Men,12/13/18,Brad Gushue,CAN,WON,5,Peter De Cruz,SUI,LOST,3
Boost National,Curling,Team,Men,12/13/18,Brad Jacobs,CAN,WON,8,Team Carruthers,CAN,LOST,1
Boost National,Curling,Team,Men,12/13/18,Kevin Koe,CAN,WON,7,Kirk Muyres,CAN,LOST,3
Boost National,Curling,Team,Men,12/14/18,Niklas Edin,SWE,LOST,5,Brad Jacobs,CAN,WON,7
Boost National,Curling,Team,Men,12/14/18,Kevin Koe,CAN,WON,8,John Epping,CAN,LOST,5
Boost National,Curling,Team,Men,12/14/18,Peter De Cruz,SUI,LOST,3,Ross Paterson,SCO,WON,6
Boost National,Curling,Team,Men,12/14/18,Jason Gunnlaugson,CAN,LOST,3,Kirk Muyres,CAN,WON,4
Boost National,Curling,Team,Men,12/14/18,Brad Gushue,CAN,LOST,5,Bruce Mouat,SCO,WON,6
Boost National,Curling,Team,Men,12/14/18,Scott McDonald,CAN,WON,6,Braden Calvert,CAN,LOST,4
Boost National,Curling,Team,Men,12/14/18,Glenn Howard,CAN,WON,4,Kirk Muyres,CAN,LOST,2
Boost National,Curling,Team,Men,12/14/18,Yannick Schwaller,SUI,LOST,1,Brad Gushue,CAN,WON,4
Boost National,Curling,Team,Men,12/15/18,Bruce Mouat,SCO,WON,7,Brad Gushue,CAN,LOST,5
Boost National,Curling,Team,Men,12/15/18,Kevin Koe,CAN,WON,9,Jason Gunnlaugson,CAN,LOST,5
Boost National,Curling,Team,Men,12/15/18,Brad Jacobs,CAN,LOST,4,Glenn Howard,CAN,WON,5
Boost National,Curling,Team,Men,12/15/18,Niklas Edin,SWE,LOST,4,Ross Paterson,SCO,WON,7
Boost National,Curling,Team,Men,12/15/18,Bruce Mouat,SCO,WON,6,Kevin Koe,CAN,LOST,5
Boost National,Curling,Team,Men,12/15/18,Glenn Howard,CAN,LOST,6,Ross Paterson,SCO,WON,7
Boost National,Curling,Team,Men,12/16/18,Bruce Mouat,SCO,LOST,3,Ross Paterson,SCO,WON,4
Boost National,Curling,Team,Women,12/11/18,Satsuki Fujisawa,JPN,WON,9,Jamie Sinclair,USA,LOST,4
Boost National,Curling,Team,Women,12/11/18,Chelsea Carey,CAN,WON,8,Nina Roth,USA,LOST,7
Boost National,Curling,Team,Women,12/12/18,Eve Muirhead,SCO,WON,6,Jacqueline Harrison,CAN,LOST,5
Boost National,Curling,Team,Women,12/12/18,Tracy Fleury,CAN,LOST,2,Sayaka Yoshimura,JPN,WON,8
Boost National,Curling,Team,Women,12/12/18,Silvana Tirinzoni,SUI,WON,6,Isabella Wrana,SWE,LOST,3
Boost National,Curling,Team,Women,12/12/18,Anna Hasselborg,SWE,WON,4,Chelsea Carey,CAN,LOST,3
Boost National,Curling,Team,Women,12/12/18,Rachel Homan,CAN,WON,5,Casey Scheidegger,CAN,LOST,3
Boost National,Curling,Team,Women,12/12/18,Nina Roth,USA,WON,9,Isabella Wrana,SWE,LOST,3
Boost National,Curling,Team,Women,12/12/18,Kerri Einarson,CAN,WON,5,Eve Muirhead,SCO,LOST,2
Boost National,Curling,Team,Women,12/12/18,Jennifer Jones,CAN,LOST,2,Satsuki Fujisawa,JPN,WON,8
Boost National,Curling,Team,Women,12/12/18,Tracy Fleury,CAN,LOST,5,Jamie Sinclair,USA,WON,7
Boost National,Curling,Team,Women,12/12/18,Rachel Homan,CAN,WON,6,Jacqueline Harrison,CAN,LOST,3
Boost National,Curling,Team,Women,12/13/18,Tracy Fleury,CAN,WON,6,Satsuki Fujisawa,JPN,LOST,5
Boost National,Curling,Team,Women,12/13/18,Silvana Tirinzoni,SUI,WON,7,Chelsea Carey,CAN,LOST,2
Boost National,Curling,Team,Women,12/13/18,Anna Hasselborg,SWE,WON,4,Isabella Wrana,SWE,LOST,2
Boost National,Curling,Team,Women,12/13/18,Kerri Einarson,CAN,WON,9,Casey Scheidegger,CAN,LOST,4
Boost National,Curling,Team,Women,12/13/18,Jennifer Jones,CAN,WON,6,Sayaka Yoshimura,JPN,LOST,3
Boost National,Curling,Team,Women,12/13/18,Silvana Tirinzoni,SUI,WON,7,Nina Roth,USA,LOST,5
Boost National,Curling,Team,Women,12/13/18,Rachel Homan,CAN,LOST,5,Eve Muirhead,SCO,WON,8
Boost National,Curling,Team,Women,12/13/18,Jamie Sinclair,USA,WON,6,Sayaka Yoshimura,JPN,LOST,4
Boost National,Curling,Team,Women,12/13/18,Kerri Einarson,CAN,LOST,5,Jacqueline Harrison,CAN,WON,7
Boost National,Curling,Team,Women,12/14/18,Rachel Homan,CAN,WON,6,Kerri Einarson,CAN,LOST,5
Boost National,Curling,Team,Women,12/14/18,Satsuki Fujisawa,JPN,WON,8,Sayaka Yoshimura,JPN,LOST,5
Boost National,Curling,Team,Women,12/14/18,Casey Scheidegger,CAN,LOST,4,Jacqueline Harrison,CAN,WON,8
Boost National,Curling,Team,Women,12/14/18,Chelsea Carey,CAN,LOST,4,Isabella Wrana,SWE,WON,5
Boost National,Curling,Team,Women,12/14/18,Anna Hasselborg,SWE,WON,7,Nina Roth,USA,LOST,5
Boost National,Curling,Team,Women,12/14/18,Jennifer Jones,CAN,WON,5,Tracy Fleury,CAN,LOST,4
Boost National,Curling,Team,Women,12/14/18,Casey Scheidegger,CAN,LOST,4,Eve Muirhead,SCO,WON,5
Boost National,Curling,Team,Women,12/14/18,Jennifer Jones,CAN,WON,10,Jamie Sinclair,USA,LOST,2
Boost National,Curling,Team,Women,12/14/18,Anna Hasselborg,SWE,WON,6,Silvana Tirinzoni,SUI,LOST,5
Boost National,Curling,Team,Women,12/15/18,Jamie Sinclair,USA,LOST,0,Kerri Einarson,CAN,WON,12
Boost National,Curling,Team,Women,12/15/18,Anna Hasselborg,SWE,LOST,3,Kerri Einarson,CAN,WON,8
Boost National,Curling,Team,Women,12/15/18,Silvana Tirinzoni,SUI,WON,9,Satsuki Fujisawa,JPN,LOST,6
Boost National,Curling,Team,Women,12/15/18,Rachel Homan,CAN,WON,6,Jacqueline Harrison,CAN,LOST,4
Boost National,Curling,Team,Women,12/15/18,Eve Muirhead,SCO,LOST,2,Jennifer Jones,CAN,WON,5
Boost National,Curling,Team,Women,12/15/18,Kerri Einarson,CAN,WON,8,Silvana Tirinzoni,SUI,LOST,3
Boost National,Curling,Team,Women,12/15/18,Rachel Homan,CAN,WON,6,Jennifer Jones,CAN,LOST,2
Boost National,Curling,Team,Women,12/16/18,Kerri Einarson,CAN,LOST,1,Rachel Homan,CAN,WON,4
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/5/17,Brad Gushue,CAN,WON,8,Glenn Howard,CAN,LOST,1
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/5/17,Kevin Koe,CAN,LOST,4,John Shuster,USA,WON,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/5/17,John Epping,CAN,WON,10,Pat Simmons,CAN,LOST,3
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/5/17,John Morris,CAN,LOST,5,Steve Laycock,CAN,WON,6
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/6/17,Kyle Smith,SCO,LOST,2,Heath McCormick,USA,WON,6
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/6/17,Niklas Edin,SWE,LOST,5,Pat Simmons,CAN,WON,7
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/6/17,Peter De Cruz,SUI,WON,5,Glenn Howard,CAN,LOST,4
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/6/17,Reid Carruthers,CAN,LOST,4,Steffen Walstad,NOR,WON,8
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/6/17,John Morris,CAN,LOST,5,Brad Jacobs,CAN,WON,8
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/6/17,Reid Carruthers,CAN,LOST,6,Steve Laycock,CAN,WON,7
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/6/17,Brad Gushue,CAN,WON,6,John Shuster,USA,LOST,1
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/6/17,John Epping,CAN,WON,7,Heath McCormick,USA,LOST,4
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/6/17,Niklas Edin,SWE,WON,9,Kyle Smith,SCO,LOST,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/6/17,Kevin Koe,CAN,WON,6,Peter De Cruz,SUI,LOST,1
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/7/17,John Shuster,USA,WON,7,Peter De Cruz,SUI,LOST,6
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/7/17,John Epping,CAN,WON,6,Niklas Edin,SWE,LOST,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/7/17,Brad Jacobs,CAN,WON,7,Reid Carruthers,CAN,LOST,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/7/17,Pat Simmons,CAN,WON,11,Heath McCormick,USA,LOST,1
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/7/17,Steve Laycock,CAN,LOST,6,Steffen Walstad,NOR,WON,8
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/7/17,Pat Simmons,CAN,WON,9,Kyle Smith,SCO,LOST,2
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/7/17,Brad Gushue,CAN,WON,8,Kevin Koe,CAN,LOST,4
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/7/17,Glenn Howard,CAN,LOST,5,John Shuster,USA,WON,9
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/7/17,John Morris,CAN,LOST,6,Reid Carruthers,CAN,WON,9
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/7/17,Steve Laycock,CAN,LOST,4,Brad Jacobs,CAN,WON,9
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/8/17,Niklas Edin,SWE,WON,7,Heath McCormick,USA,LOST,4
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/8/17,Steffen Walstad,NOR,WON,7,Brad Jacobs,CAN,LOST,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/8/17,John Epping,CAN,WON,7,Kyle Smith,SCO,LOST,6
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/8/17,Kevin Koe,CAN,LOST,2,Glenn Howard,CAN,WON,6
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/8/17,Steffen Walstad,NOR,WON,6,John Morris,CAN,LOST,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/8/17,Brad Gushue,CAN,WON,8,Peter De Cruz,SUI,LOST,3
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/9/17,Brad Gushue,CAN,WON,7,Steve Laycock,CAN,LOST,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/9/17,John Shuster,USA,LOST,8,Brad Jacobs,CAN,WON,10
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/9/17,John Epping,CAN,LOST,4,Niklas Edin,SWE,WON,5
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/9/17,Steffen Walstad,NOR,WON,11,Pat Simmons,CAN,LOST,4
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/9/17,Brad Gushue,CAN,WON,5,Brad Jacobs,CAN,LOST,2
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/9/17,Niklas Edin,SWE,LOST,5,Steffen Walstad,NOR,WON,6
GSOC Tour Challenge Tier 1,Curling,Team,Men,9/10/17,Brad Gushue,CAN,WON,9,Steffen Walstad,NOR,LOST,1
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/5/17,Allison Flaxey,CAN,LOST,2,Casey Scheidegger,CAN,WON,9
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/5/17,Eve Muirhead,SCO,LOST,5,Bingyu Wang,CHN,WON,7
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/5/17,Anna Hasselborg,SWE,LOST,3,Michelle Englot,CAN,WON,9
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/5/17,Jacqueline Harrison,CAN,WON,7,Rachel Homan,CAN,LOST,6
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/6/17,Sherry Middaugh,CAN,LOST,4,Alina Paetz,SUI,WON,6
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/6/17,Val Sweeting,CAN,WON,8,Bingyu Wang,CHN,LOST,7
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/6/17,Tracy Fleury,CAN,LOST,3,Julie Tippin,CAN,WON,6
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/6/17,Jennifer Jones,CAN,WON,7,Allison Flaxey,CAN,LOST,6
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/6/17,Eve Muirhead,SCO,WON,7,Jacqueline Harrison,CAN,LOST,6
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/6/17,Rachel Homan,CAN,LOST,4,Val Sweeting,CAN,WON,6
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/6/17,Jennifer Jones,CAN,WON,5,Sherry Middaugh,CAN,LOST,1
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/6/17,Michelle Englot,CAN,LOST,3,Silvana Tirinzoni,SUI,WON,10
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/6/17,Casey Scheidegger,CAN,LOST,3,Alina Paetz,SUI,WON,7
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/6/17,Anna Hasselborg,SWE,WON,8,Tracy Fleury,CAN,LOST,7
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/7/17,Silvana Tirinzoni,SUI,WON,7,Julie Tippin,CAN,LOST,3
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/7/17,Michelle Englot,CAN,WON,8,Tracy Fleury,CAN,LOST,0
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/7/17,Jacqueline Harrison,CAN,LOST,4,Val Sweeting,CAN,WON,5
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/7/17,Alina Paetz,SUI,WON,8,Allison Flaxey,CAN,LOST,0
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/7/17,Jennifer Jones,CAN,LOST,6,Alina Paetz,SUI,WON,8
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/7/17,Julie Tippin,CAN,LOST,4,Anna Hasselborg,SWE,WON,8
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/7/17,Rachel Homan,CAN,WON,8,Bingyu Wang,CHN,LOST,6
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/7/17,Eve Muirhead,SCO,LOST,3,Val Sweeting,CAN,WON,4
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/7/17,Sherry Middaugh,CAN,WON,6,Casey Scheidegger,CAN,LOST,5
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/8/17,Julie Tippin,CAN,WON,7,Michelle Englot,CAN,LOST,3
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/8/17,Anna Hasselborg,SWE,WON,4,Silvana Tirinzoni,SUI,LOST,2
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/8/17,Sherry Middaugh,CAN,LOST,1,Allison Flaxey,CAN,WON,7
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/8/17,Rachel Homan,CAN,LOST,6,Eve Muirhead,SCO,WON,7
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/8/17,Casey Scheidegger,CAN,LOST,4,Jennifer Jones,CAN,WON,8
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/8/17,Tracy Fleury,CAN,LOST,1,Silvana Tirinzoni,SUI,WON,7
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/8/17,Jacqueline Harrison,CAN,WON,6,Bingyu Wang,CHN,LOST,1
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/8/17,Julie Tippin,CAN,LOST,4,Eve Muirhead,SCO,WON,5
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/9/17,Alina Paetz,SUI,LOST,3,Eve Muirhead,SCO,WON,5
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/9/17,Silvana Tirinzoni,SUI,LOST,4,Anna Hasselborg,SWE,WON,7
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/9/17,Val Sweeting,CAN,WON,8,Michelle Englot,CAN,LOST,5
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/9/17,Jennifer Jones,CAN,WON,8,Jacqueline Harrison,CAN,LOST,5
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/9/17,Eve Muirhead,SCO,LOST,5,Anna Hasselborg,SWE,WON,6
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/9/17,Val Sweeting,CAN,WON,6,Jennifer Jones,CAN,LOST,5
GSOC Tour Challenge Tier 1,Curling,Team,Women,9/10/17,Anna Hasselborg,SWE,LOST,5,Val Sweeting,CAN,WON,6
Masters of Curling,Curling,Team,Men,10/24/17,Kevin Koe,CAN,WON,7,Jason Gunnlaugson,CAN,LOST,3
Masters of Curling,Curling,Team,Men,10/24/17,Steve Laycock,CAN,WON,7,Pat Simmons,CAN,LOST,5
Masters of Curling,Curling,Team,Men,10/24/17,Mike McEwen,CAN,WON,8,John Shuster,USA,LOST,0
Masters of Curling,Curling,Team,Men,10/24/17,Kyle Smith,SCO,LOST,6,Brad Gushue,CAN,WON,7
Masters of Curling,Curling,Team,Men,10/25/17,Peter De Cruz,SUI,LOST,3,Reid Carruthers,CAN,WON,6
Masters of Curling,Curling,Team,Men,10/25/17,Niklas Edin,SWE,WON,5,John Morris,CAN,LOST,3
Masters of Curling,Curling,Team,Men,10/25/17,Brad Jacobs,CAN,WON,5,Pat Simmons,CAN,LOST,3
Masters of Curling,Curling,Team,Men,10/25/17,Thomas Ulsrud,NOR,WON,7,Kyle Smith,SCO,LOST,6
